,headline,lyrics,singer,word_count,verse_count,chorus_count,lines_in_chorus_count,avg_line_in_verse_count
375,Man On The Moon,dark mascara dripping down my face only fools could ever feel this way send my message into outer space wonder if it's gonna float your way  i can't compete with the stars in the sky  i'm invisible invisible i open the window to clear up my mind  but it's difficult so difficult  houston  i know there's a problem here must be a hole in the atmosphere baby  i wanna be closer to love  patience  darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon  moon  last night i was in your arms so strong one small step and  baby  you were gone now there's meaning in the saddest songs all i do is cry and sing along  drinking alone in my party dress would you come back if i looked my best  put on a smile and i said to myself  patience  darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon  moon moon moon  i can't compete with the stars in the sky  i'm invisible invisible i open the window to clear up my mind but it's difficult  why is it so difficult   so difficult  chateau marriott     5  4  3  2  1  patience  darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon  patience  darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon  moon moon moon,Britney Spearss,293,8,2,3,3.25
376,Just Luv Me,just luv me  just luv me  just luv me ooh  i'm not gonna ask for a sip when i'm thirsty and you don't have to hold my hand when i'm hurting won't make you sober me up when i'm turning and you don't gotta say it  i know that i'm worthy  you could ask me for a sorry like the calm before the storm ask for pieces of my body until all of it is yours  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me  just luv me  if you think that i'm saying that because i'm high maintenance like i'm trying to mask every problem that i'm facing well you're wrong 'cause i don't need nobody when i'm breaking all i need is your love and a little bit of patience  yeah  you could ask me for a sorry like the calm before the storm ask for pieces of my body until all of it is yours  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me  just luv me  oh oh uh uh oh oh uh uh oh oh uh uh i'm not gonna ask you for nothing just luv me oh oh uh uh oh oh uh uh oh uh uh  oh uh uh i'm not gonna ask you for nothing just luv me  oh no  i won't i promise  i promise oh no  i won't ask you for nothing oh no  i won't i promise  i promise i promise  i promise  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple  real simple just luv me just luv me  just luv me  oh no  i won't i promise  i promise oh no  i won't ask you for nothing oh no  i won't i promise  i promise i promise  i promise  i'm not gonna ask you for nothing just luv me just luv me,Britney Spearss,467,5,3,8,4.2
377,Clumsy, clumsy  but i love how you go down head first and slide it out again and again     clumsy  keep on bumping into you bangin' all over this bedroom again and again     call me a fool  call me insane but don't call it a day closer to you  closer to pain it's better than far away  hey  clumsy hey  clumsy  clumsy 'cause i'll sleeping  i'll be stressed  fooling around and then we splash again and again clumsy never told a soul about what we've done you let it roll right off your tongue again and again  call me a fool  call me insane but don't call it a day closer to you  closer to pain it's better than far away  hey  clumsy hey  clumsy  clumsy bangin' all over this bedroom c clumsy  c clumsy bangin' all over this bedroom c clumsy  c clumsy bangin' all over this bedroom bangin' all over this bedroom again and again and again and again and again and again and  call me a fool  call me insane but don't call it a day closer to you  closer to pain it's better than far away  hey  clumsy   hey  clumsy ,Britney Spearss,206,5,3,4,5.2
378,Slumber Party, britney  i think i see confetti from this potion pillow fights and feathers  overdosin' smells like a cologne and candy lotion like a slumber party    sheets all on the floor just like an ocean building up your fortress like a mountain neighbors say we're causing a commotion like a slumber party     no  n no  no  you and i  i  i we ain't gonna sleep tonigh igh ight oh baby  no  n no  no  you and i  i  i we ain't gonna sleep tonight  'cause we got them candles hanging hanging from the ceiling low we use our bodies to make our own videos put on our music that makes us go fucking crazy  oh go crazy  oh like a slumber party like a slumber party like a slumber party  let's fill up this clawfoot bath with bubbles loving me so hard it's causing trouble if the seven minutes in heaven make it double  triple like a slumber party  no  n no  no  you and i  i  i we ain't gonna sleep tonigh igh ight oh baby  no  n no  no  you and i  i  i we ain't gonna sleep tonight  'cause we got them candles hanging hanging from the ceiling low we use our bodies to make our own videos put on our music that makes us go fucking crazy  oh go crazy  oh like a slumber party we got them candles hanging hanging from the ceiling low we use our bodies to make our own videos put on our music that makes us go fucking crazy  oh  crazy  oh  go crazy  oh like a slumber party like a slumber party a slumber party  yeah  like a slumber party no  n no  no  you and i  i  i we ain't gonna sleep tonight like a slumber party  'cause we got them candles hanging hanging from the ceiling low we use our bodies to make our own videos  oh  videos  put on our music that makes us go fucking crazy  oh go crazy  oh like a slumber party we got them candles hanging hanging from the ceiling low we use our bodies to make our own videos put on our music that makes us go fucking crazy  oh  go crazy  yeah  go crazy  oh like a slumber party  a slumber party  like a slumber party  i go crazy for you    like a slumber party    ,Britney Spearss,407,7,2,4,7.57142857143
379,Just Like Me,got those heels on that you love the ones that drive you crazy exactly what you're dreaming of i'll give it to you  baby 15  miles away singing out my lungs driving fast all through l a on my    my tongue  heart's beating fast when i'm turning the key i see you on your back and i just can't believe  she looks just like me just like me no  i just can't believe she looks just like me just like me just like me ooh  before i think  i start to run but you can't even face me you know exactly what you've done you know exactly  baby  pictures  they flash and i can't even sleep i see you on your back and i just can't believe  she looks just like me just like me no  i just can't believe she looks just like me just like me just like me ooh  she looks just like me just like me no  i just can't believe she looks just like me just like me just like me ooh  she can  she can  she can have you she can  she can  she can have you she can  she can  she can have you she can  she can  she can  pictures  they flash and i can't even sleep i see you on your back and i just can't believe  she looks just like me just like me no  i just can't believe she looks just like me just like me just like me ooh  she looks just like me just like me no  i just can't believe she looks just like me just like me just like me ooh  just like me just like me,Britney Spearss,298,5,2,4,4.4
380,Love Me Down,you say we don't talk anymore but i'm thinking we talk too much whenever we speak we fight so come talk to me with your touch you're playing with fire and you like it a little bit dangerous  round and round we go till we fall like dominoes oh  no  my baby gon' love me down  gon' love me down  gon' love me down  yeah my baby gon' love me down  don't make a sound  just love me down like   uh oh oh uh my baby gon' love me down like   uh oh oh uh my baby gon' love me down  lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love  i see who you are with the lights out we're better just skin to skin i'm treating you real  real nice now we'll finish and start again  round and round we go till we fall like dominoes till we can't see straight no more oh  no oh  no  my baby gon' love me down  gon' love me down  gon' love me down  yeah my baby gon' love me down  don't make a sound  just love me down like   uh oh oh uh my baby gon' love me down like   uh oh oh uh my baby gon' love me down  lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love  said round and round we go till we fall like dominoes till we can't see straight no more  my baby gon' love me down  gon' love me down  gon' love me down  yeah my baby gon' love me down  don't make a sound  just love me down like   uh oh oh uh my baby gon' love me down like   uh oh oh uh my baby gon' love me down  lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love me down  down lo lo lo love me lo lo lo love me lo lo lo love,Britney Spearss,493,5,3,4,4.2
381,Hard To Forget Ya,all my life they told me 'bout a creature so hypnotic but i guess i never thought it was true  yeah and now that i've seen you i've turned into a believer  baby  so much for what i thought i'd do  yeah  since i tasted you i got a craving shaking in the heat of the night oh yeah  baby  you got me misbehaving and i don't even know what is right  it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya  the there's just something about ya  something about ya it's hard to forget ya we're stuck here forever something about ya  'bout ya something about ya it's hard to forget ya we're stuck here forever something about ya  eyes locked on your body  sexy features so iconic and i just can't keep my fingers away  no your love got me faded keep it going  let's get wasted  baby  so much for my poker face  oh  since i tasted you i got a craving shaking in the heat of the night oh yeah  baby  you got me misbehaving and i don't even know what is right  it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya  the there's just something about ya  something about ya it's hard to forget ya we're stuck here forever something about ya  'bout ya something about ya it's hard to forget ya we're stuck here forever something about ya  it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya  ah  there's something 'bout you there's something 'bout you  when i think about it nobody can do it as good when i think about it i keep running right back to you when i think about it a lifetime just won't be enough i need more more more  it's hard to forget ya  something about ya it's hard to forget ya we're stuck here forever something about ya  'bout ya something about ya it's hard to forget ya we're stuck here forever something about ya  it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya  something about ya  'bout ya  oh   it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya it's just so hard to forget ya  something about ya  'bout ya,Britney Spearss,552,8,2,4,2.5
382,What You Need,i got what you want  i got what you need bringing out the fire inside of me i got what you want  i got what you need bringing out the diva that lives in me i got what you want  i got what you need yeah  yeah  yeah  yeah i got what you want  i got what you need yeah  yeah  yeah  one time just ain't enough  won't let this fade i got that good  good stuff you can't erase  give you what you want  i'm a certified service run up in your home  lay a bad big burns nothing here to hide  want you 24 7 keep you satisfied with your new obsession  i got what you want  i got what you need bringing out the fire inside of me i got what you want  i got what you need bringing out the diva that lives in me i got what you want  i got what you need yeah  yeah  yeah  yeah i got what you want  i got what you need yeah  yeah  yeah  my love go nine to five to satisfy guns off to the finish line it's winner's time  give you what you want  i'm a certified service run up in your home  lay a bad big burns nothing here to hide  want you 24 7 keep you satisfied with your new obsession  i got what you want  i got what you need bringing out the fire inside of me i got what you want  i got what you need bringing out the diva that lives in me i got what you want  i got what you need yeah  yeah  yeah  yeah i got what you want  i got what you need yeah  yeah  yeah  don't know just what you started take a chance  let me roll the dice no risk 'cause you know i got it slight of hand  let me blow your mind  yeah  yeah  yeah  yeah  yeah  yeah  yeah  yeah yeah  yeah  yeah  yeah  yeah  yeah  yeah  yeah yeah  yeah  yeah  yeah  yeah  yeah  yeah  yeah yeah  yeah  yeah  yeah  yeah  yeah  yeah  yeah  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  hoo  i got you  i got you  i got you  i got you  i got you  i got you  i got you  i got you  baby  i got what you baby  i got what you want baby  i got what you baby  i got what you want baby  i got what you baby  i got what you want baby  i got what you baby  i got what you  that was fun,Britney Spearss,445,8,2,4,3.125
383,Better,let's undo all the distance from your guts down to your buttons and get lost in your existence what you  what you  what you wanna do  and if you wanna get real and if you wanna get honest then  baby  you know the deal what you wanna do   better open up 'cause it feels much better when we open up for each other and i know  when you know somebody and they know your body it's so much better  show me what's under your t shirt and bear it like it's your first time you take it off like you never  uh like you've never been hurt  open up 'cause it feels much better when we open up for each other and i know  when you know somebody and they know your body it's so much better  so good  so good  so damn  so good  so damn  so good  so right  so good  hey yeah  so good  so good  so damn  so good  so damn  so good  so right  so good when you know somebody  when you know somebody when you know somebody  when you know somebody when you know  when you know somebody and they know your body when you know somebody and they know your body  oh  get to know my body  better and better better and better  damn  it's so much better,Britney Spearss,236,10,2,3,3.6
384,Liar,tall tale  such a damn shame hindsight  i can see it all so plain kamikaze fire come down fire come down  fire fire come down left  right  nowhere to turn i'm left in the ash from the bridges you burned kamikaze fire come down fire come down  fire fire come down  it's too late for apologies nothing you can offer me now i'm looking at you on your knees and i'm all listened out  call  call  call but i'm never gonna come baby cry  cry  cry you ain't fooling anyone you know i know that  you know i know that you're a liar  a liar you can crawl  crawl  crawl you can beg and you can bleed baby talk  talk  talk keep on lying through your teeth you know i know that  you know i know that you're a liar  a liar  i hear you all night talk in your sleep saying all kind of name but none of them me keeping secrets under your sheets under you sheets  under   under your sheets you can cry wolf but you know i ain't gon' be here tomorrow  oh no i ain't fucking with you dirty   dirty   dirty laundry dirty laundry  dirty   dirty laundry  it's too late for apologies nothing you can offer me now i'm looking at you on your knees and i'm all listened out  call  call  call but i'm never gonna come baby cry  cry  cry you ain't fooling anyone you know i know that  you know i know that you're a liar  a liar you can crawl  crawl  crawl you can beg and you can bleed baby talk  talk  talk keep on lying through your teeth you know i know that  you know i know that you're a liar  a liar  so here we go wo wo wo wo wo wo wo wo wo wo wo wo so here we go wo wo wo wo wo wo here we go  you're a liar  a liar   call  call  call but i'm never gonna come baby cry  cry  cry you ain't fooling anyone you know i know that  you know i know that you're a liar  a liar you can crawl  crawl  crawl you can beg and you can bleed baby talk  talk  talk keep on lying through your teeth you know i know that  you know i know that you're a liar  a liar  so here we go wo wo wo wo wo wo wo wo wo wo wo wo wo wo wo wo wo wo you're a liar  a liar,Britney Spearss,449,4,3,6,6.75
385,If I'm Dancing,cinematic  take it right back with a bottle of perfume lotion where'd you come from talking like that  butterfly from the bottom of the ocean and i can't stop this slow motion trip     been away with me  no politics it's a perfect notion your gravity has got me bowing in devotion you and me fit a magic trick     if i'm dancing if i'm dancing if i'm dancing i know the music's good if we're dancing if we're dancing if we're dancing i know that we'll be good  one look at him and i see candy coated heart shapes the jewels and furniture can go but baby  he stays he plays sitar  three notes so far     if i'm dancing if i'm dancing if i'm dancing i know the music's good if we're dancing if we're dancing if we're dancing i know that we'll be good  my chakra has all been pink and red but he wants blue and green instead     let's just do it over  my chakra has all been pink and red but he wants blue and green instead     if i'm dancing if i'm dancing if i'm dancing i know the music's good if we're dancing if we're dancing if we're dancing i know that we'll be good,Britney Spearss,236,4,3,8,3.25
386,Mood Ring,look in the mirror who do i see  who do i wanna be today  if you came for a show which role should i take  fading to grey so did we make a big mistake  true colors'll show baby  just put me on display  think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring up and down emotions all these mood swings you know how to read the touch of my skin nothing on my body  but this mood ring you change me  ah mood     i have no secrets cause there's a version of me that i don't know how to hide when you're making me glow with your fingers against my thighs  glow   think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring up and down emotions all these mood swings you know how to read the touch of my skin nothing on my body  but this mood ring you change me  ah mood     nothing on my body  but this mood ring  this mood ring   i'm in the palm of your hand my temperature is at your command by my demand  and now i'm falling for you i turn to golden from blue and you do too  ah  think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring  my love is a mood ring  up and down emotions  up and down emotions  all these mood swings  all these mood swings  you know how to read the touch of my skin  my skin  nothing on my body  but this mood ring you change me  ah  yeah  mood     hey  hey ,Britney Spearss,317,6,3,3,7.16666666667
387,Infinite,spoken  oh yeah  this is eminem baby  back up in that motherfucking ass one time for your mother fucking mind  we represent the 313 you know what i'm saying   'cause they don't know shit about this for the 9 6  ayo  my pen and paper cause a chain reaction to get your brain relaxin  'cause they be actin' maniac in action a brainiac in fact son  you mainly lack attraction you looking zany whack with just a fraction of my tracks spun my rhyming skills got you climbing hills i travel through your mind into your spine like siren drills i'm sliming grills of roaches  with sprayed on disinfectants twistin necks of rappers till their spinal column disconnects put this in decks and check the monologue  turn your system up twist them up  and indulge in the marijuana smog this is the season for noise pollution contamination examination of more cartoons than animation my lamination of narration hit's a snare and bass in the track fucked up rapper interrogation when i declare invasion  there ain't no time to be staring  gazing i turn the stage into a barren wasteland    i'm infinite  you heard of hell well i was sent from it i went to it serving a sentence for murdering instruments now i'm trying to repent from it but when i hear the beat i'm tempted to make another attempt at it    i'm infinite  bust it  i let the beat commence so i can beat the sense in your elite defense i got some meat to mince  a crew to stomp and then two feet to rinse i greet the gents and ladies  i spoil all your fans i foil plans and leave fluids leaking like oil pans my coiled hands around this microphone are lethal one thought in my cerebral is deeper then a jeep full of people mc's are feeble  i came to cause some pandemonium battle a band of phony mc's and stand the lonely one imitator  intimidator  stimulator  simulator of data  eliminator there's never been a greater since the burial of jesus fuck around and catch all of the venereal diseases my thesis will smash a stereo to pieces my accapella releases plastic masterpieces through telekinesis that eases you mentally  gently  sentimentally  instrumentally with entity  dementedly meant to be infinite  you heard of hell well i was sent from it i went to it serving a sentence for murdering instruments now i'm trying to repent from it but when i hear the beat i'm tempted to make another attempt at it    i'm infinite  man i got evidence i'm never dense and i been clever ever since my residence was hesitant to do some shit that represents the m o so i'm assuming all responsibility cause there's a monster will in me that always wants to kill mc's mic messaler  slamming like a wrestler here to make a mess of a lyric smuggling embezzler no one is speacialer  my skill is intergalactical i get cynical act a fool then i send a crew back to school i never packed a tool or acted cool  it wasn't practical i'd rather let a tactical  tactful  track tickle your fancy in fact i can't see  or can't imagine a man who ain't a lover of beats or a fan of scratching this is for my family  the kid who had a cameo on my last jam plus the man who never had a plan b be all you can be  cause once you make an instant hit i'm tensed a bit and tempted when i see the sins my friends commit    i'm infinite  you heard of hell well i was sent from it i went to it serving a sentence for murdering instruments now i'm trying to repent from it but when i hear the beat i'm tempted to make another attempt at it    i'm infinite you heard of hell well i was sent from it i went to it serving a sentence for murdering instruments now i'm trying to repent from it but when i hear the beat i'm tempted to make another attempt at it    i'm infinite,Eminem,722,5,2,5,12.8
388,W.E.G.O.,proof here is soul intent checkin' in at number 1 baby this week  you know what i'm sayin'  this is mc proof  dj head and dj heeaad   proof checkin' in on w e g o  you know what i'm sayin'  ayo we got the number one requested song  of the day  coming up next it's a local 313 talent he goes by the name of eminem and it's called  it's ok  check it out,Eminem,83,3,0,0,5.0
389,It's OK,eye kyu  check it out   eminem  hey kyu   eye kyu  chorus  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here   verse 1  eminem one day i plan to be a family man happily married i wanna grow to be so old that i have to be carried till i'm glad to be buried and leave this crazy world and have at least a half a million for my baby girl it may be early to be planning this stuff 'cause i'm still struggling hard to be the man  and it's tough cause man it's been rough  but still i manage enough i've been taken advantage of  damaged and scuffed my hands have been cuffed but i don't panic and huff  frantic and puff or plan to give up  the minute shit hits the fan it erupts i'm anteing up double or nothing  i've been trouble enough and i'm sick of struggling and suffering  see my destiny's to rest at ease  till i'm impressed and pleased with my progress  i won't settle for less than cheese i'm on a quest to seize all  my own label to call way before my baby is able to crawl i'm too stable to fall  the pressure motivates to know i hold the weight of boulders on my shoulder blades i seen the golden gates to heaven on earth where they don't pull a weapon on you when you stepping on turf  q  eye kyu  chorus  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here   verse 2  eminem i'm going for broke  gambling and playing for keeps everyday in the streets  scrambling and paying for cheap praying for sleep dreaming with a watering mouth wishing for a better life for my daughter and spouse in this slaughtering house  caught up in bouts with the root of all evil i've seen it turn beautiful people crude and deceitful and make them do shit illegal for these grant's and jackson's these transactions explain a man's actions but in the mist of this insanity  i found my christianity through god and there's a wish he granted me he showed me how to cope with the stress and hope for the best  instead of mope and depressed always groping a mess  of flying over the nest to selling dope with the rest i quit smoking cess to open my chest life is stressful inside this cesspool trying to wrestle  i almost bust a blood vessel my little brother's trying to learn his mathematics he's asthmatic  running home from school away from crack addicts kids attract static  children with automatics taking target practice on teens for starter jackets i'm using smarter tactics to overcome this slum i won't become as dumb as some and succumb to scum it's cumbersome  i'm trying to do well on this earth but it's been hell on this earth since i fell on this earth  eye kyu  chorus  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here  it's a broke day but everything is ok  it's ok  i'm up all night  but everything is all right  it's all right  it's a rough week  and i don't get enough sleep  i can't sleep  it's a long year pretending i belong here  belong here   uh  it's ok  yeah it's all right  even though i can't sleep uh yeah  it's ok  it's all right  i can't sleep,Eminem,840,5,3,9,11.2
390,313,eye kyu  now what you know about a sweet mc  from the 313 none of these skills you bout to see come free so you wanna be a sweet mc  you gotta become me if you ever wanna be one see  eminem  man what you know about a sweet mc  in the 313 none of these skills you bout to see come free so you wanna be a sweet mc  you better become me if you ever wanna be one see  verse 1  eye kyu yo some people say i'm whack  now if that's right i'm the freshest whack mc that you ever heard  in your lifetime my slick accapella sounds clever with the beats boy i'm the deepest thing since potholes to ever hit the streets forgot a gold digger's succubus  my souls thick with ruggedness with the mic i'm like a dyke  can't no nigga fuck with this i got more different strokes than philip drummound on open mic i bone your women just to keep my lyrics coming  bitch  we elevated to new heights premeditated let it be that i stated they hate it now that they see that i made it the escalated can be put to the test of greatness snatch the heart from mc's and i ate it so i take it that's the reason i'm hated to represent my temperament if rap was a dick all you so called hard mc's would not be impitant but pimping it  and acting like you could rock a show  so  harder than ll's rock the bells  but you is a ho  now  everything that you collaborate i lacerate my rhymes they keep coming like nympho maniacs that masturbate at a faster rate  yeah i got something for your ass to hate i blasterate  and have you all running master gates and as for face clutching and touching the flows i got them open like marijuana smoke up in your nose bucking these hoes  i got that shit down to a science leaving them hot and bothered  turned on like an appliance defiance  no we won't have that you want your shit to blow up  well i'ma stuff some dynamite in your ass crack and blast that shit to kingdom come then bring them some of this real hip hop i drop beats and you ain't singing or gonna do a thing about and you all knew from meeko that you couldn't hold your own with the strength of lou forigno so stop that bullshit and flow yo  you need to come with the real skills  and act like you know  chorus  eminem so what you know about a sweet mc  in the 313 none of these skills you bout to see come free so you wanna be a sweet mc  you better become me if you ever wanna be one see  eye kyu  now what you know about a sweet mc  from the 313 none of these skills you bout to see come free so you wanna be the sweet mc  you gotta become me if you ever wanna be one see  verse 2  eminem so what  you know about a sweet mc  in the 313 you don't know shit so when you see one flee you can be run d  you'll never beat the mc i'll stop the alphabet at s and got it down to a t i'm sure your bound to agree  a sweet mc crashes the spot i'll make the roof hot like i was rock master scott your ass forgot  so just in case you don't remember me i'll run your brain around the block to jog your fucking memory it's either them or me man  kill or be killed you will and be sealed your casket closed you still gonna be billed my facilities filled with fans  packed to capacity i'll send a rapper back with the crack of his ass shitty if he's acting soft and he cowers he better come cleaner then jay rue jacking off when he showers you flowers got no clout with a thing you could date a stick of dynamite and wouldn't go out with a bang i showered the slang  simple as a  b  c's skip over the d's and rock the microphone with e's dethrone mc's and i'ma max alone relax your dome like a solo from a saxophone so facts are known  writers get treated with shocks i rock a beat harder then you could beat it with rocks i'm greeted with flocks  of fellow follower's singers you couldn't make the fans throw up their hands if they swallowed their fingers but you can bring yours let's see what you got but don't front and never try to be what you're not cause you can be quick  jump the candlestick  burn your back and fuck jill on a hill  but you still ain't jack  chorus  eye kyu so what you know about a sweet mc  from the 313 none of these skills you just seen come free so you wanna be a sweet mc  you'll never become me so you ain't ever gonna be one see eminem  so what you know about a sweet mc  in the 313 none of these skills that you just seen come free so you wanna be a sweet mc  you'll never become me so you ain't ever gonna be one see,Eminem,953,7,0,0,13.1428571429
391,Tonite,women singing  ah  ah  ah  ah  ah  i'm getting mad love  i'm snuggling hugs druggling thugs  smuggling drugs  juggling jobs  guzzling jugs so here's a toast to federal checks hetero sex  unaffordable medical debts  huh we travel in packs and ravel in facts and gravel in cracks to find babbling max  gaffling tracks i grapple an axe for them baffling acts the mysterious stab in the backs who dabble in wax still in my yard when i sculpted the culprit the tall shit that will end up with his skull split then i buried the hatchet  i carried the fat chick butterfingers is here and it's necessary to scratch it baby all i wanna do is swallow one and two smoke a little bit and follow one of you back home when the party ends so tonight i'm dropping naughty hints to the finest women in the audience  women singing  they honor the ah  ah  ah  ah  blends in with lyrics   eminem  'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right 'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right  ayo  spiders are like tarantulas  vandealous living as scandalous as a television evangelist but i can handle this  i'm the rhyme biter crime fighter caped crusader  taking care of undeserving lime lighters i think a living never meant for me experimentally i found a way to spread interamentally when i stumbled upon this resolution by using a special fusion of chemical solution for this resolution you couldn't see me with binoculars i armed like an octopus step on stage and you get socked and pushed talking that junk like you went black  guarded your back come battle me and you get smacked as hard as you act when i rap i represent it and will never referee in it every minute so when i win it you never resent it i'm forever demented  come up with funk  i'll never be scented you got the point when i cleverly said it  women singing  ah  ah  ah  ah  blends in with lyrics   eminem  'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right 'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right  eminem is heading skyward for those who thought that i would make you bored and treat you like a piece of plywood i've got miracle lyrical capability all in me with the agility to escape a killer bee colony so get your cameras and capture how miraculous i rap for all you draculas and showed you all how whack you was i meant it as a dis  cause you don't posses the pizzazz as this i'm hazardous enough already as it is without you adding fuel to the fire i'm cruel to the liar who fails to recognize my reign of hell  rule to the sire clinical studies show that i'm cynical there's no one who's identical to my fresh and authentic flow i'm sure the party people can agree that i'm enchanting  with the romantic freaking the vocals so frantically so throw your hands up in the atmosphere and let them know the only party that was phat was here  just be like  women singing  ah  ah  ah  ah  ah  blends in with lyrics   eminem  'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right 'cause we came here to do this tonight we don't wanna fight  we don't want no one feeling uptight 'cause we came here to do this tonight till the morning light hope that everyone's feeling all right,Eminem,764,7,3,8,9.0
